ID,Depth,Parent ID,Component Name,Row Name,Row ID,Field Values,Hierarchy Path
1687,3,1686,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1688,4,1687,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1689,5,1688,Business Flow,Create New Customer,6a3ac6594aebe3f6e59f71de,,Business Flow/Create New Customer
1690,6,1689,Task,View Services Available to Customer + Create Account,6a3ac6594aebe3f6e59f7239,,Task/View Services Available to Customer + Create Account
1691,7,1690,Application,CCSF,6a3ac6594aebe3f6e59f72d3,,Application/CCSF
1692,8,1691,Application,CCSF,6a3ac6594aebe3f6e59f72d3,"{""name"":""CCSF"",""correlation_id_qualifier"":""30685"",""persona_id"":""2"",""correlation_id"":""30685""}",CCSF
1693,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1694,1,1693,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
1695,2,1694,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
1696,3,1695,Domain,Service & Support,6a3ac6594aebe3f6e59f71bd,,Domain/Service & Support
1697,4,1696,Subdomain,Troubleshoot Issue,6a3ac6594aebe3f6e59f71ca,,Subdomain/Troubleshoot Issue
1698,5,1697,Business Flow,Inquire Billing,6a3ac6594aebe3f6e59f71e0,,Business Flow/Inquire Billing
1699,6,1698,Task,Inquire Billing via IVR + Routing,6a3ac6594aebe3f6e59f7246,,Task/Inquire Billing via IVR + Routing
1700,7,1699,Application,CCSF,6a3ac6594aebe3f6e59f72d3,,Application/CCSF
1701,8,1700,Application,CCSF,6a3ac6594aebe3f6e59f72d3,"{""name"":""CCSF"",""correlation_id_qualifier"":""30685"",""persona_id"":""2"",""correlation_id"":""30685""}",CCSF
1702,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1703,1,1702,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
1704,2,1703,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
1705,3,1704,Domain,Service & Support,6a3ac6594aebe3f6e59f71bd,,Domain/Service & Support
1706,4,1705,Subdomain,Troubleshoot Issue,6a3ac6594aebe3f6e59f71ca,,Subdomain/Troubleshoot Issue
1707,5,1706,Business Flow,Inquire Billing,6a3ac6594aebe3f6e59f71e0,,Business Flow/Inquire Billing
1708,6,1707,Task,Search Customer Billing History,6a3ac6594aebe3f6e59f7247,,Task/Search Customer Billing History
1709,7,1708,Application,CCSF,6a3ac6594aebe3f6e59f72d3,,Application/CCSF
1710,8,1709,Application,CCSF,6a3ac6594aebe3f6e59f72d3,"{""name"":""CCSF"",""correlation_id_qualifier"":""30685"",""persona_id"":""2"",""correlation_id"":""30685""}",CCSF
1711,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1712,1,1711,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
1713,2,1712,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
1714,3,1713,Domain,Service & Support,6a3ac6594aebe3f6e59f71bd,,Domain/Service & Support
1715,4,1714,Subdomain,Troubleshoot Issue,6a3ac6594aebe3f6e59f71ca,,Subdomain/Troubleshoot Issue
1716,5,1715,Business Flow,Inquire Billing,6a3ac6594aebe3f6e59f71e0,,Business Flow/Inquire Billing
1717,6,1716,Task,View Bill,6a3ac6594aebe3f6e59f7248,,Task/View Bill
1718,7,1717,Application,CCSF,6a3ac6594aebe3f6e59f72d3,,Application/CCSF
1719,8,1718,Application,CCSF,6a3ac6594aebe3f6e59f72d3,"{""name"":""CCSF"",""correlation_id_qualifier"":""30685"",""persona_id"":""2"",""correlation_id"":""30685""}",CCSF
1720,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1721,1,1720,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1722,2,1721,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1723,3,1722,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1724,4,1723,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1725,5,1724,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
1726,6,1725,Task,IVR Menu + Retrieve Customer Info & Route Call,6a3ac6594aebe3f6e59f71fa,,Task/IVR Menu + Retrieve Customer Info & Route Call
1727,7,1726,Application,CCT ATT IPCS,6a3ac6594aebe3f6e59f72ca,,Application/CCT ATT IPCS
1728,8,1727,Application,CCT ATT IPCS,6a3ac6594aebe3f6e59f72ca,"{""name"":""CCT ATT IPCS"",""correlation_id_qualifier"":""25363"",""persona_id"":"""",""correlation_id"":""25363""}",CCT ATT IPCS
1729,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1730,1,1729,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
1731,2,1730,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
1732,3,1731,Domain,Service & Support,6a3ac6594aebe3f6e59f71bd,,Domain/Service & Support
1733,4,1732,Subdomain,Troubleshoot Issue,6a3ac6594aebe3f6e59f71ca,,Subdomain/Troubleshoot Issue
1734,5,1733,Business Flow,Inquire Billing,6a3ac6594aebe3f6e59f71e0,,Business Flow/Inquire Billing
1735,6,1734,Task,Inquire Billing via IVR + Routing,6a3ac6594aebe3f6e59f7246,,Task/Inquire Billing via IVR + Routing
1736,7,1735,Application,CCT ATT IPCS,6a3ac6594aebe3f6e59f72ca,,Application/CCT ATT IPCS
1737,8,1736,Application,CCT ATT IPCS,6a3ac6594aebe3f6e59f72ca,"{""name"":""CCT ATT IPCS"",""correlation_id_qualifier"":""25363"",""persona_id"":"""",""correlation_id"":""25363""}",CCT ATT IPCS
1738,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1739,1,1738,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
1740,2,1739,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
1741,3,1740,Domain,Service & Support,6a3ac6594aebe3f6e59f71bd,,Domain/Service & Support
1742,4,1741,Subdomain,Report Issue,6a3ac6594aebe3f6e59f71c9,,Subdomain/Report Issue
1743,5,1742,Business Flow,LiveInFive/CallBack,6a3ac6594aebe3f6e59f71e2,,Business Flow/LiveInFive/CallBack
1744,6,1743,Task,IVR Menu,6a3ac6594aebe3f6e59f7261,,Task/IVR Menu
1745,7,1744,Application,CCT ATT IPCS,6a3ac6594aebe3f6e59f72ca,,Application/CCT ATT IPCS
1746,8,1745,Application,CCT ATT IPCS,6a3ac6594aebe3f6e59f72ca,"{""name"":""CCT ATT IPCS"",""correlation_id_qualifier"":""25363"",""persona_id"":"""",""correlation_id"":""25363""}",CCT ATT IPCS
1747,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1748,1,1747,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
1749,2,1748,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
1750,3,1749,Domain,Service & Support,6a3ac6594aebe3f6e59f71bd,,Domain/Service & Support
1751,4,1750,Subdomain,Troubleshoot Issue,6a3ac6594aebe3f6e59f71ca,,Subdomain/Troubleshoot Issue
1752,5,1751,Business Flow,TechFast,6a3ac6594aebe3f6e59f71eb,,Business Flow/TechFast
1753,6,1752,Task,Customer Confirmation (SMS),6a3ac6594aebe3f6e59f72a2,,Task/Customer Confirmation (SMS)
1754,7,1753,Application,CEP,6a3ac6594aebe3f6e59f7353,,Application/CEP
1755,8,1754,Application,CEP,6a3ac6594aebe3f6e59f7353,"{""name"":""CEP"",""correlation_id_qualifier"":""30169"",""persona_id"":""3"",""correlation_id"":""30169""}",CEP
1756,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1757,1,1756,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1758,2,1757,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1759,3,1758,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1760,4,1759,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1761,5,1760,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
1762,6,1761,Task,LIC to OPUS (Authenticate) - optional,6a3ac6594aebe3f6e59f7203,,Task/LIC to OPUS (Authenticate) - optional
1763,7,1762,Application,CPC,6a3ac6594aebe3f6e59f72e8,,Application/CPC
1764,8,1763,Application,CPC,6a3ac6594aebe3f6e59f72e8,"{""name"":""CPC"",""correlation_id_qualifier"":""17765"",""persona_id"":"""",""correlation_id"":""17765""}",CPC
1765,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1766,1,1765,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1767,2,1766,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1768,3,1767,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1769,4,1768,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1770,5,1769,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
1771,6,1770,Task,Configure Account,6a3ac6594aebe3f6e59f721d,,Task/Configure Account
1772,7,1771,Application,CPC,6a3ac6594aebe3f6e59f72e8,,Application/CPC
1773,8,1772,Application,CPC,6a3ac6594aebe3f6e59f72e8,"{""name"":""CPC"",""correlation_id_qualifier"":""17765"",""persona_id"":"""",""correlation_id"":""17765""}",CPC
1774,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1775,1,1774,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1776,2,1775,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1777,3,1776,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1778,4,1777,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1779,5,1778,Business Flow,Create New Customer,6a3ac6594aebe3f6e59f71de,,Business Flow/Create New Customer
1780,6,1779,Task,Port Number,6a3ac6594aebe3f6e59f723a,,Task/Port Number
1781,7,1780,Application,CPC,6a3ac6594aebe3f6e59f72e8,,Application/CPC
1782,8,1781,Application,CPC,6a3ac6594aebe3f6e59f72e8,"{""name"":""CPC"",""correlation_id_qualifier"":""17765"",""persona_id"":"""",""correlation_id"":""17765""}",CPC
1783,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1784,1,1783,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1785,2,1784,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1786,3,1785,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1787,4,1786,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1788,5,1787,Business Flow,Nat.Dist. - Buy Wireless,6a3ac6594aebe3f6e59f71e4,,Business Flow/Nat.Dist. - Buy Wireless
1789,6,1788,Task,Select Device,6a3ac6594aebe3f6e59f727a,,Task/Select Device
1790,7,1789,Application,CPC,6a3ac6594aebe3f6e59f72e8,,Application/CPC
1791,8,1790,Application,CPC,6a3ac6594aebe3f6e59f72e8,"{""name"":""CPC"",""correlation_id_qualifier"":""17765"",""persona_id"":"""",""correlation_id"":""17765""}",CPC
1792,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1793,1,1792,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1794,2,1793,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1795,3,1794,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1796,4,1795,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1797,5,1796,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
1798,6,1797,Task,Configure Account,6a3ac6594aebe3f6e59f721d,,Task/Configure Account
1799,7,1798,Application,CPOP,6a3ac6594aebe3f6e59f7303,,Application/CPOP
1800,8,1799,Application,CPOP,6a3ac6594aebe3f6e59f7303,"{""name"":""CPOP"",""correlation_id_qualifier"":""29607"",""persona_id"":"""",""correlation_id"":""29607""}",CPOP
1801,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1802,1,1801,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
1803,2,1802,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
1804,3,1803,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
1805,4,1804,Subdomain,Order Plan/Device,6a3ac6594aebe3f6e59f71c4,,Subdomain/Order Plan/Device
1806,5,1805,Business Flow,BOPIS,6a3ac6594aebe3f6e59f71dc,,Business Flow/BOPIS
1807,6,1806,Task,Shop & Browse,6a3ac6594aebe3f6e59f7233,,Task/Shop & Browse
1808,7,1807,Application,CPOP,6a3ac6594aebe3f6e59f7303,,Application/CPOP
1809,8,1808,Application,CPOP,6a3ac6594aebe3f6e59f7303,"{""name"":""CPOP"",""correlation_id_qualifier"":""29607"",""persona_id"":"""",""correlation_id"":""29607""}",CPOP
1810,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1811,1,1810,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1812,2,1811,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1813,3,1812,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1814,4,1813,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1815,5,1814,Business Flow,Activate New Mobility Customer,6a3ac6594aebe3f6e59f71da,,Business Flow/Activate New Mobility Customer
1816,6,1815,Task,Submit Order,6a3ac6594aebe3f6e59f7222,,Task/Submit Order
1817,7,1816,Application,CS BOBPM,6a3ac6594aebe3f6e59f7359,,Application/CS BOBPM
1818,8,1817,Application,CS BOBPM,6a3ac6594aebe3f6e59f7359,"{""name"":""CS BOBPM"",""correlation_id_qualifier"":""19182"",""persona_id"":"""",""correlation_id"":""19182""}",CS BOBPM
1819,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1820,1,1819,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1821,2,1820,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1822,3,1821,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1823,4,1822,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1824,5,1823,Business Flow,Activate & Provision Service,6a3ac6594aebe3f6e59f71d6,,Business Flow/Activate & Provision Service
1825,6,1824,Task,Activate Service,6a3ac6594aebe3f6e59f71f7,,Task/Activate Service
1826,7,1825,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,,Application/CS FOBPM
1827,8,1826,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,"{""name"":""CS FOBPM"",""correlation_id_qualifier"":""19181"",""persona_id"":"""",""correlation_id"":""19181""}",CS FOBPM
1828,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1829,1,1828,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1830,2,1829,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1831,3,1830,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1832,4,1831,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1833,5,1832,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
1834,6,1833,Task,LIC to OPUS (Search CTN ) - optional,6a3ac6594aebe3f6e59f7202,,Task/LIC to OPUS (Search CTN ) - optional
1835,7,1834,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,,Application/CS FOBPM
1836,8,1835,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,"{""name"":""CS FOBPM"",""correlation_id_qualifier"":""19181"",""persona_id"":"""",""correlation_id"":""19181""}",CS FOBPM
1837,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1838,1,1837,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
1839,2,1838,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
1840,3,1839,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
1841,4,1840,Subdomain,Change Plan / Change Speed,6a3ac6594aebe3f6e59f71c3,,Subdomain/Change Plan / Change Speed
1842,5,1841,Business Flow,Add a Line,6a3ac6594aebe3f6e59f71d8,,Business Flow/Add a Line
1843,6,1842,Task,Lookup & Authenticate Customer,6a3ac6594aebe3f6e59f7227,,Task/Lookup & Authenticate Customer
1844,7,1843,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,,Application/CS FOBPM
1845,8,1844,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,"{""name"":""CS FOBPM"",""correlation_id_qualifier"":""19181"",""persona_id"":"""",""correlation_id"":""19181""}",CS FOBPM
1846,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1847,1,1846,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1848,2,1847,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1849,3,1848,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1850,4,1849,Subdomain,Receive Products,6a3ac6594aebe3f6e59f71cf,,Subdomain/Receive Products
1851,5,1850,Business Flow,Setup Device,6a3ac6594aebe3f6e59f71ea,,Business Flow/Setup Device
1852,6,1851,Task,Confirm Network Connection,6a3ac6594aebe3f6e59f729f,,Task/Confirm Network Connection
1853,7,1852,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,,Application/CS FOBPM
1854,8,1853,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,"{""name"":""CS FOBPM"",""correlation_id_qualifier"":""19181"",""persona_id"":"""",""correlation_id"":""19181""}",CS FOBPM
1855,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1856,1,1855,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1857,2,1856,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1858,3,1857,Domain,Close & Separate,6a3ac6594aebe3f6e59f71bf,,Domain/Close & Separate
1859,4,1858,Subdomain,Close Account,6a3ac6594aebe3f6e59f71d2,,Subdomain/Close Account
1860,5,1859,Business Flow,Triage / MVNO Care,6a3ac6594aebe3f6e59f71ec,,Business Flow/Triage / MVNO Care
1861,6,1860,Task,Assess Porting Issues,6a3ac6594aebe3f6e59f72a5,,Task/Assess Porting Issues
1862,7,1861,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,,Application/CS FOBPM
1863,8,1862,Application,CS FOBPM,6a3ac6594aebe3f6e59f72c0,"{""name"":""CS FOBPM"",""correlation_id_qualifier"":""19181"",""persona_id"":"""",""correlation_id"":""19181""}",CS FOBPM
1864,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1865,1,1864,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1866,2,1865,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1867,3,1866,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1868,4,1867,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1869,5,1868,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
1870,6,1869,Task,Setup Payment,6a3ac6594aebe3f6e59f720e,,Task/Setup Payment
1871,7,1870,Application,CSI - CPSVC,6a3ac6594aebe3f6e59f730a,,Application/CSI - CPSVC
1872,8,1871,Application,CSI - CPSVC,6a3ac6594aebe3f6e59f730a,"{""name"":""CSI - CPSVC"",""correlation_id_qualifier"":""23901"",""persona_id"":"""",""correlation_id"":""23901""}",CSI - CPSVC
1873,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1874,1,1873,Channel,Care,6a3ac6594aebe3f6e59f71ac,,Channel/Care
1875,2,1874,Product,Mobility,6a3ac6594aebe3f6e59f71b4,,Product/Mobility
1876,3,1875,Domain,Use & Manage,6a3ac6594aebe3f6e59f71bb,,Domain/Use & Manage
1877,4,1876,Subdomain,Change Plan / Change Speed,6a3ac6594aebe3f6e59f71c3,,Subdomain/Change Plan / Change Speed
1878,5,1877,Business Flow,Add a Line,6a3ac6594aebe3f6e59f71d8,,Business Flow/Add a Line
1879,6,1878,Task,Setup Billing & Payments,6a3ac6594aebe3f6e59f7228,,Task/Setup Billing & Payments
1880,7,1879,Application,CSI - CPSVC,6a3ac6594aebe3f6e59f730a,,Application/CSI - CPSVC
1881,8,1880,Application,CSI - CPSVC,6a3ac6594aebe3f6e59f730a,"{""name"":""CSI - CPSVC"",""correlation_id_qualifier"":""23901"",""persona_id"":"""",""correlation_id"":""23901""}",CSI - CPSVC
1882,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1883,1,1882,Channel,Retail,6a3ac6594aebe3f6e59f71ad,,Channel/Retail
1884,2,1883,Product,Broadband,6a3ac6594aebe3f6e59f71b5,,Product/Broadband
1885,3,1884,Domain,Shop & Purchase,6a3ac6594aebe3f6e59f71bc,,Domain/Shop & Purchase
1886,4,1885,Subdomain,Learn & Discover,6a3ac6594aebe3f6e59f71c5,,Subdomain/Learn & Discover
1887,5,1886,Business Flow,Apply Promotions,6a3ac6594aebe3f6e59f71db,,Business Flow/Apply Promotions
1888,6,1887,Task,Check Account Eligibility,6a3ac6594aebe3f6e59f722d,,Task/Check Account Eligibility
1889,7,1888,Application,CSI - CPSVC,6a3ac6594aebe3f6e59f730a,,Application/CSI - CPSVC
1890,8,1889,Application,CSI - CPSVC,6a3ac6594aebe3f6e59f730a,"{""name"":""CSI - CPSVC"",""correlation_id_qualifier"":""23901"",""persona_id"":"""",""correlation_id"":""23901""}",CSI - CPSVC
1891,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1892,1,1891,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1893,2,1892,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1894,3,1893,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1895,4,1894,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1896,5,1895,Business Flow,Create New Customer,6a3ac6594aebe3f6e59f71de,,Business Flow/Create New Customer
1897,6,1896,Task,Complete Payment & Sale,6a3ac6594aebe3f6e59f723f,,Task/Complete Payment & Sale
1898,7,1897,Application,CSI - CPSVC,6a3ac6594aebe3f6e59f730a,,Application/CSI - CPSVC
1899,8,1898,Application,CSI - CPSVC,6a3ac6594aebe3f6e59f730a,"{""name"":""CSI - CPSVC"",""correlation_id_qualifier"":""23901"",""persona_id"":"""",""correlation_id"":""23901""}",CSI - CPSVC
1900,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1901,1,1900,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1902,2,1901,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1903,3,1902,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1904,4,1903,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1905,5,1904,Business Flow,Activate Line,6a3ac6594aebe3f6e59f71d7,,Business Flow/Activate Line
1906,6,1905,Task,Lookup Customer,6a3ac6594aebe3f6e59f7200,,Task/Lookup Customer
1907,7,1906,Application,CSI - Credit and Val,6a3ac6594aebe3f6e59f72e5,,Application/CSI - Credit and Val
1908,8,1907,Application,CSI - Credit and Val,6a3ac6594aebe3f6e59f72e5,"{""name"":""CSI - Credit and Val"",""correlation_id_qualifier"":""20186"",""persona_id"":"""",""correlation_id"":""20186""}",CSI - Credit and Val
1909,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1910,1,1909,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1911,2,1910,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1912,3,1911,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1913,4,1912,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1914,5,1913,Business Flow,Activate & Provision Service,6a3ac6594aebe3f6e59f71d6,,Business Flow/Activate & Provision Service
1915,6,1914,Task,Inquire Account & Eligibility,6a3ac6594aebe3f6e59f71f2,,Task/Inquire Account & Eligibility
1916,7,1915,Application,CSI - Customer Care,6a3ac6594aebe3f6e59f72b8,,Application/CSI - Customer Care
1917,8,1916,Application,CSI - Customer Care,6a3ac6594aebe3f6e59f72b8,"{""name"":""CSI - Customer Care"",""correlation_id_qualifier"":""20182"",""persona_id"":"""",""correlation_id"":""20182""}",CSI - Customer Care
1918,0,,Line Of Business,Mass Markets,6a3ac6594aebe3f6e59f71a7,,Line Of Business/Mass Markets
1919,1,1918,Channel,MVNO,6a3ac6594aebe3f6e59f71ab,,Channel/MVNO
1920,2,1919,Product,Wholesale Mobility,6a3ac6594aebe3f6e59f71b3,,Product/Wholesale Mobility
1921,3,1920,Domain,Onboard & Activate,6a3ac6594aebe3f6e59f71ba,,Domain/Onboard & Activate
1922,4,1921,Subdomain,Setup & Activate,6a3ac6594aebe3f6e59f71c2,,Subdomain/Setup & Activate
1923,5,1922,Business Flow,Activate & Provision Service,6a3ac6594aebe3f6e59f71d6,,Business Flow/Activate & Provision Service
